-14.19761316,-4.637643405,-5.805451817,-26.38497663,-8.811207085,1
30.80254584,1.686495754,15.1921337,1.471756879,0.769937179,0
-6.33455978,-8.440289988,-4.539291107,-15.80807816,-5.004994516,1
-8.757299947,-3.529902655,-14.79166467,-26.9930309,-1.549093551,1
8.868556786,9.3675607,6.219672514,4.905923014,3.646860932,0
-12.78536384,-1.824079826,-23.22567801,-21.05290171,-3.696601974,1
-11.78531817,-8.556933451,-23.10772151,-8.441177814,-4.926730397,1
-12.8947198,-7.897836725,-8.129022313,-11.52054724,-3.7656668,1
23.75190451,11.69666683,13.26405265,4.095196295,5.837205998,0
22.46061974,3.078392259,4.737891291,0.813544424,4.370430491,0
21.58348793,-0.329348408,19.48322373,6.367831011,5.525992036,0
23.27442986,2.040496619,18.94360196,-0.192024241,3.599129395,0
14.73304836,3.033528778,3.911646303,4.427691815,2.644910892,0
21.16006647,6.652598726,-6.715389662,2.166892967,3.595427063,0
20.09168448,8.840237239,1.207716439,2.924293204,1.119677954,0
21.14253989,3.062804365,6.351462236,-1.051381888,5.283412363,0
19.93053866,4.771637458,9.459131772,3.903850594,0.371836828,0
13.43212539,-4.912601896,9.420040617,2.789384369,1.749601299,0
-11.34551898,-4.321271507,-19.22051647,-18.03432803,-5.399239289,1
-2.158623025,-10.04731052,-17.07827311,-29.46860373,-2.79454354,1
7.212841895,5.90052931,15.98096873,0.227749977,5.059374123,0
18.27744835,9.908962258,16.49509578,-1.580820687,3.611375648,0
11.95652455,5.900333222,18.80763651,7.050292946,4.902800029,0
17.42963926,6.812704637,10.82721696,1.717218404,2.192838115,0
-19.10737358,-9.744359786,-19.95734554,-27.07167479,0.514782136,1
11.73778737,-5.947125952,-11.99439891,-12.05225656,-4.415392778,1
-1.984787995,-1.248191269,-17.46622957,-17.08511587,-2.22955172,1
-17.45126802,-15.00062894,-20.40961798,-30.72815215,-6.226988998,1
14.43857247,9.291596508,10.61903509,1.728888525,3.97871816,0
17.73671281,4.125926788,13.87582373,5.124444527,3.94828833,0
-5.920916007,-11.88748082,-1.995204617,-29.86637246,-5.390672837,1
-24.42336832,-7.329095858,-11.63588922,-17.92584522,-1.26581623,1
-3.00531503,-12.49983154,-12.06831601,-8.004279314,-4.845449406,1
13.58157935,12.10214384,14.81021519,3.570067989,2.763935079,0
3.238947433,-8.221301803,-23.10806716,-20.03569238,-0.462085995,1
19.83913578,1.587265167,17.59685456,1.427791716,2.827129482,0
-21.30466915,-0.238959604,-13.18171354,-30.0937138,2.520232858,1
-14.35140423,-11.02115599,-12.14294541,-22.7273354,-2.907989819,1
